Question,Answer
アーカンソーはCWSで試合に負けましたか,YES
「ラ・レイナ・デル・シュール」のシーズン2はありますか？,YES
人は 3 つ以上の市民権を保持できますか,YES
中継番号はルーティング番号と同じですか,No
ジャマイカのボブスレーチームは2018年のオリンピックに出場しましたか,YES
ロンドン塔にはまだカラスがいるの？,YES
エルは結局キスブースでノアと結ばれるの？,YES
彼らはまだ万国博覧会を開催していますか,YES
女性は異なる父親から双子を産むことができますか,YES
法と秩序はまだ新しいエピソードを作成しますか,No
ブラックインククルーシカゴシーズン4はありますか？,YES
国連総会は安全保障理事会を無効にすることができますか,YES
CNタワーは世界の不思議ですか？,YES
法廷作業グループの俳優たちは通常、互いに協力する,YES
牛乳を生産するには牛を妊娠させる必要がありますか,YES
ラムリブはラムラックと同じですか,No
『ワンス・アポン・ア・タイム』のシーズン7を作るのか？,YES
IHコンロトップでも鋳鉄は使えますか？,YES
非常ブレーキと駐車ブレーキは同じものですか,YES
ヘアドライヤーでアタマジラミを殺すことができますか,YES
第二世代抗ヒスタミン薬は血液脳関門を通過しますか,YES
子宮頸部は子宮の首ですか,YES
映画『イントゥ・ザ・ワイルド』は実話ですか,YES
バンドはタイタニック号とともに沈没したのか,YES
ストーマーズがスーパーラグビーで勝ったことがありますか,No
モンクは妻を殺した犯人を見つけたことがありますか,YES
ジョーズの乗り物はまだオーランドのユニバーサルスタジオにありますか,No
World of Tanks は World of Tanks Blitz と同じですか,No
サウスカロライナ州では許可なく車に銃を持ち込むことはできますか,YES
あなたと私はレディー・ガガのカバーですか,No
IDカードを使ってEUを旅行できますか,YES
アルケミストという本に基づいた映画はありますか,YES
法定申告書は証拠として使用できますか,YES
マツダのトリビュートはフォードのエスケープと同じですか,No
オハイオ川はミシシッピ川の支流ですか,YES
レッドブルエナジードリンクにはアルコールが含まれていますか,No
メイド・オブ・オナーとチーフ・ブライズメイドに違いはありますか,No
PhDを取得すると博士の称号が得られますか,YES
鶏のくちばしを切るのは痛いですか,YES
また三冠を獲れるだろうか,No
コーランの英語版はありますか,YES
vwバグとビートルに違いはありますか,No
映画「マーリーと私」は実話ですか,YES
韓国は大韓民国と同じですか,YES
電話会社はあなたの携帯電話のロックを解除する必要がありますか?,No
ツアーチャンピオンシップの勝者はフェデックスカップを獲得しますか,YES
オレンジ色のジュリアスにアイスクリームはありますか,No
ブレス オブ ザ ワイルドはゼルダのゲームですか,YES
乳製品を含まないクリーマーは冷蔵する必要がありますか,No
トリニダード・トバゴは2018年ワールドカップへの出場権を獲得しましたか,YES
高校3年生はジュニア代表チームでプレーできますか,YES
1 つのテーブルに 2 つの外部キーを含めることはできますか,YES
レッド・デッド・リデンプション1と2は繋がっていますか？,YES
アメリカ人がギリシャを訪れるにはビザが必要ですか,No
フロリダ州憲法には権利章典がありますか,YES
6フィート未満のNBA選手はいますか,YES
私たちのドルはオーストラリアドルと同じですか,No
完全なドラマの別のシーズンはありますか,No
保険会社を悪意で訴えることはできますか,YES
スマートカジュアルなレストランにジーンズを履いて行けますか,YES
イギリスは4つの国から構成されていますか,YES
オリンピックのスーパー大回転は2回ありますか？,No
マイケル・アービンは最も長い庭でプレーしましたか,YES
民事事件のために国選弁護人を雇うことはできますか,YES
ビーチは海のそばでなければなりませんか,No
NHLの延長戦でポイントは入りますか？,YES
ビッグバン セオリーのテレビ番組は終わりましたか,No
Nexus カードを非 Nexus レーンで使用できますか,YES
英国の法と秩序の別のシリーズはありますか,YES
